trip_id,rider_id,driver_id,vehicle_id,start_time,end_time,start_location,end_location,distance_km,fare
270,471,90,60,2023-03-17 13:06:49,2023-03-17 13:40:49,University,Residential Area,32.93,60.39
271,393,60,4,2023-06-29 23:05:35,2023-06-29 23:24:35,Train Station,Suburb,44.99,74.73
272,133,47,51,2023-05-23 09:56:56,2023-05-23 10:45:56,City Center,Residential Area,17.86,41.54
273,441,42,69,2024-01-14 15:47:03,2024-01-14 15:53:03,Airport,Beach,7.42,15.13
274,246,60,4,2023-08-08 05:39:31,2023-08-08 06:33:31,Hospital,Business District,29.58,60.37
275,261,14,1,2024-09-27 00:17:25,2024-09-27 01:07:25,Hotel District,Airport,17.64,41.46
276,333,10,72,2024-02-18 19:05:49,2024-02-18 19:39:49,Stadium,Business District,21.85,43.78
277,318,32,71,2023-05-04 12:21:10,2023-05-04 12:56:10,Stadium,Airport,18.35,38.78
278,417,89,60,2024-09-01 04:40:19,2024-09-01 05:12:19,Business District,Hotel District,18.43,38.14
279,356,31,23,2024-05-29 15:59:15,2024-05-29 16:46:15,Airport,Restaurant District,46.68,84.27
280,294,63,15,2024-04-04 22:43:15,2024-04-04 23:26:15,Beach,Hospital,28.64,56.21
281,421,57,55,2023-08-28 06:12:07,2023-08-28 06:42:07,Airport,Business District,7.22,20.83
282,417,77,99,2024-09-28 19:24:17,2024-09-28 19:53:17,Hospital,Beach,32.96,59.19
283,32,12,3,2024-09-26 14:36:36,2024-09-26 14:49:36,City Center,Business District,45.36,73.79
284,326,1,17,2024-05-28 07:43:19,2024-05-28 07:57:19,Beach,Park,15.99,29.98
285,316,74,14,2023-06-01 23:29:24,2023-06-01 23:47:24,Residential Area,City Center,17.2,32.8
286,292,87,109,2024-12-14 10:06:40,2024-12-14 10:38:40,Restaurant District,City Center,18.52,38.28
287,46,75,26,2024-04-19 23:00:49,2024-04-19 23:37:49,Stadium,Suburb,8.12,23.93
288,151,8,93,2024-11-30 21:16:06,2024-11-30 21:56:06,Downtown,Restaurant District,28.88,55.82
289,184,15,57,2024-11-03 09:26:17,2024-11-03 09:32:17,Shopping Mall,Stadium,35.71,57.56
290,202,81,91,2024-07-06 20:25:21,2024-07-06 20:54:21,Stadium,Park,12.14,27.96
291,89,61,21,2023-05-27 04:48:09,2023-05-27 05:28:09,Stadium,Suburb,46.38,82.07
292,431,54,20,2023-08-13 01:29:12,2023-08-13 02:29:12,Residential Area,Train Station,8.45,30.17
293,37,83,94,2023-04-22 20:16:40,2023-04-22 21:07:40,City Center,Beach,33.58,65.62
294,500,18,23,2023-04-17 13:58:16,2023-04-17 14:44:16,Hotel District,Stadium,43.29,78.94
295,458,90,78,2024-12-23 14:15:15,2024-12-23 14:47:15,Business District,Train Station,23.81,46.21
296,218,71,116,2023-10-26 19:36:07,2023-10-26 20:03:07,Shopping Mall,Train Station,22.39,42.84
297,4,74,14,2024-10-19 17:34:06,2024-10-19 18:25:06,Shopping Mall,Restaurant District,26.08,54.37
298,211,70,71,2023-01-26 23:46:28,2023-01-26 23:53:28,Business District,Beach,35.83,57.99
299,58,75,52,2024-06-20 07:48:07,2024-06-20 07:58:07,Train Station,Restaurant District,37.1,60.65
300,440,97,100,2023-08-06 00:46:23,2023-08-06 01:20:23,Park,Airport,27.12,51.68
301,313,12,3,2024-01-02 23:08:08,2024-01-02 23:53:08,Restaurant District,Residential Area,48.1,85.9
302,40,88,42,2024-04-21 03:52:38,2024-04-21 04:00:38,City Center,Hospital,27.68,46.02
303,6,61,21,2024-02-03 04:43:58,2024-02-03 05:18:58,Business District,Restaurant District,17.91,38.12
304,181,38,114,2023-05-11 02:34:42,2023-05-11 02:41:42,Restaurant District,City Center,30.69,50.29
305,156,94,56,2023-07-22 07:00:43,2023-07-22 07:08:43,Residential Area,Beach,29.75,49.12
306,294,7,97,2024-09-20 06:54:36,2024-09-20 07:46:36,Business District,Downtown,15.77,39.16
307,43,17,18,2024-10-23 08:05:23,2024-10-23 09:00:23,University,Train Station,31.56,63.59
308,141,33,15,2024-07-29 21:14:29,2024-07-29 21:26:29,Business District,Train Station,45.69,74.03
309,379,20,119,2023-12-13 22:13:06,2023-12-13 22:41:06,Hotel District,Train Station,14.54,31.31
310,359,31,63,2023-05-21 10:31:39,2023-05-21 11:27:39,Park,Suburb,3.59,21.88
311,44,19,33,2024-10-12 14:15:38,2024-10-12 14:51:38,Hotel District,Stadium,38.98,69.97
312,122,85,113,2024-07-17 21:36:14,2024-07-17 22:21:14,Train Station,Shopping Mall,29.73,58.34
313,432,45,98,2024-05-13 20:36:52,2024-05-13 20:57:52,Hotel District,Suburb,7.57,19.11
314,86,60,4,2024-01-05 21:36:24,2024-01-05 22:00:24,Beach,Restaurant District,47.52,79.78
315,473,69,58,2023-10-22 23:59:59,2023-10-23 00:47:59,Restaurant District,Stadium,24.78,51.67
316,75,68,99,2023-01-10 05:08:35,2023-01-10 05:31:35,City Center,Hotel District,23.54,43.56
317,348,41,65,2023-03-17 15:00:08,2023-03-17 15:39:08,Residential Area,Hospital,47.9,84.1
318,222,79,118,2024-05-21 11:23:23,2024-05-21 12:22:23,University,Hospital,14.98,39.72
319,411,13,29,2024-05-23 05:50:34,2024-05-23 06:32:34,Stadium,Beach,39.11,71.66
320,384,31,94,2024-06-05 20:56:04,2024-06-05 21:38:04,Hotel District,Shopping Mall,26.96,53.44
321,347,89,60,2023-09-01 07:46:22,2023-09-01 08:26:22,Downtown,Residential Area,2.41,16.12
322,35,2,19,2023-03-17 21:14:12,2023-03-17 21:52:12,Airport,Residential Area,23.41,47.12
323,113,93,37,2023-07-15 15:41:01,2023-07-15 15:58:01,Downtown,Business District,6.41,16.37
324,481,77,85,2024-11-25 08:45:07,2024-11-25 09:43:07,Shopping Mall,Business District,32.63,65.95
325,363,16,12,2024-10-27 05:12:50,2024-10-27 05:55:50,Train Station,Stadium,33.51,63.52
326,461,83,94,2024-11-26 22:40:51,2024-11-26 22:52:51,Restaurant District,Train Station,14.16,26.74
327,240,85,79,2024-05-11 03:43:54,2024-05-11 04:17:54,City Center,University,38.93,69.39
328,355,86,67,2023-07-19 21:06:06,2023-07-19 21:21:06,Hotel District,Airport,15.31,29.21
329,32,49,50,2023-09-16 09:08:01,2023-09-16 09:16:01,University,Suburb,14.7,26.55
330,226,9,54,2024-12-22 06:06:11,2024-12-22 06:23:11,Business District,Stadium,10.57,22.61
331,252,14,1,2024-02-24 22:06:49,2024-02-24 23:00:49,Stadium,Shopping Mall,31.47,63.2
332,55,57,86,2023-07-21 04:02:24,2023-07-21 04:13:24,Downtown,Airport,5.38,13.32
333,373,33,15,2023-01-15 13:48:03,2023-01-15 14:24:03,Train Station,Residential Area,32.74,60.61
334,478,5,86,2023-10-31 07:08:45,2023-10-31 07:30:45,Train Station,Restaurant District,17.83,34.74
335,201,74,14,2024-02-05 07:26:07,2024-02-05 08:16:07,Hotel District,Beach,24.95,52.42
336,207,94,48,2024-02-24 12:43:44,2024-02-24 13:02:44,Downtown,Stadium,47.8,78.95
337,419,100,62,2023-04-05 03:23:59,2023-04-05 04:04:59,Park,City Center,49.6,87.15
338,171,88,42,2023-11-08 04:00:04,2023-11-08 04:08:04,Residential Area,Airport,19.54,33.81
339,437,44,39,2024-10-15 08:45:40,2024-10-15 09:19:40,Hotel District,University,33.09,60.64
340,91,71,85,2023-10-26 09:19:47,2023-10-26 10:06:47,Shopping Mall,University,35.4,67.35
341,459,14,1,2024-01-13 21:05:00,2024-01-13 21:15:00,City Center,Residential Area,23.02,39.53
342,98,18,23,2023-05-30 23:30:33,2023-05-30 23:36:33,Restaurant District,Business District,13.45,24.17
343,200,9,54,2024-01-24 02:47:15,2024-01-24 03:26:15,Suburb,Hotel District,23.57,47.61
344,9,5,44,2023-02-13 12:55:50,2023-02-13 13:21:50,Hotel District,Restaurant District,4.06,15.09
345,61,28,104,2024-06-10 16:17:12,2024-06-10 17:17:12,Suburb,Park,9.15,31.23
346,297,30,87,2023-01-29 15:26:58,2023-01-29 16:18:58,Train Station,Beach,33.38,65.57
347,242,80,81,2023-07-08 11:55:50,2023-07-08 12:44:50,Residential Area,Train Station,2.69,18.79
348,324,7,97,2024-09-29 11:41:16,2024-09-29 12:36:16,Airport,Beach,31.34,63.26
349,428,76,9,2024-09-27 04:54:00,2024-09-27 05:51:00,Airport,Beach,30.56,62.59
350,316,29,11,2024-09-16 20:06:02,2024-09-16 20:23:02,Stadium,Hospital,40.95,68.18
351,378,87,109,2023-09-09 20:10:38,2023-09-09 20:22:38,Residential Area,Business District,28.2,47.8
352,165,28,104,2024-04-05 15:54:37,2024-04-05 16:10:37,Hospital,Airport,7.8,18.2
353,73,97,54,2023-05-11 12:41:41,2023-05-11 13:30:41,Hospital,Park,9.92,29.63
354,125,75,26,2023-04-14 14:12:48,2023-04-14 14:23:48,Hotel District,Suburb,32.35,53.78
355,193,100,21,2023-01-13 03:22:13,2023-01-13 03:58:13,Airport,Downtown,2.35,15.03
356,475,12,89,2023-11-20 06:56:41,2023-11-20 07:45:41,Hotel District,Beach,35.23,67.59
357,106,19,34,2024-02-11 07:02:45,2024-02-11 07:35:45,Stadium,Shopping Mall,47.03,81.3
358,313,89,60,2024-04-08 03:18:54,2024-04-08 03:34:54,Restaurant District,Beach,31.38,53.57
359,46,81,91,2023-09-28 04:27:37,2023-09-28 04:58:37,Downtown,Park,13.31,30.21
360,61,68,99,2024-04-25 17:31:21,2024-04-25 17:59:21,Suburb,Hotel District,49.37,83.55
361,260,29,11,2024-08-21 08:00:57,2024-08-21 08:45:57,Residential Area,Shopping Mall,15.27,36.66
362,100,15,16,2024-06-16 05:52:09,2024-06-16 06:51:09,City Center,Beach,25.88,56.07
363,82,86,45,2023-02-11 23:08:51,2023-02-11 23:54:51,Hospital,University,12.06,32.09
364,129,43,88,2024-09-17 09:09:08,2024-09-17 10:02:08,Beach,Downtown,7.01,26.27
365,27,69,58,2023-05-03 18:11:01,2023-05-03 19:06:01,Downtown,Beach,26.72,56.33
366,37,31,93,2023-12-12 12:03:44,2023-12-12 12:45:44,Business District,Hospital,22.12,46.18
367,383,87,109,2023-06-28 16:41:22,2023-06-28 17:35:22,Airport,Hospital,12.93,35.39
368,122,95,118,2024-11-06 15:51:21,2024-11-06 16:08:21,Stadium,City Center,12.59,25.63
369,242,75,52,2023-02-12 04:57:32,2023-02-12 05:29:32,Train Station,Shopping Mall,46.54,80.31
370,233,23,32,2023-10-18 02:15:59,2023-10-18 02:28:59,Beach,Restaurant District,11.32,22.73
371,184,35,47,2023-09-18 21:28:06,2023-09-18 21:41:06,Downtown,Restaurant District,29.3,49.7
372,144,18,23,2024-10-23 11:55:55,2024-10-23 12:29:55,Beach,Stadium,10.22,26.33
373,176,29,11,2024-04-13 20:35:25,2024-04-13 20:50:25,Hotel District,Residential Area,47.73,77.84
374,464,22,38,2023-03-09 03:59:54,2023-03-09 04:30:54,Suburb,Park,25.48,48.47
375,111,76,61,2024-10-12 02:36:22,2024-10-12 03:10:22,University,Downtown,37.04,66.56
376,377,32,32,2023-09-12 05:14:19,2023-09-12 05:46:19,Business District,Shopping Mall,44.81,77.72
377,303,20,119,2024-11-28 16:37:37,2024-11-28 16:42:37,Stadium,Downtown,3.92,9.63
378,241,94,56,2023-01-27 02:43:57,2023-01-27 03:15:57,Park,Stadium,25.0,48.0
379,409,90,106,2023-03-18 02:50:15,2023-03-18 03:23:15,Beach,Shopping Mall,5.99,19.73
380,386,2,19,2023-06-19 07:56:07,2023-06-19 08:09:07,Hospital,University,13.47,25.96
381,47,3,62,2024-06-03 15:43:39,2024-06-03 16:07:39,Train Station,Restaurant District,24.05,44.58
382,293,96,31,2023-12-20 06:50:49,2023-12-20 07:24:49,Hotel District,Train Station,43.96,76.94
383,208,24,8,2024-05-01 20:36:11,2024-05-01 21:10:11,Restaurant District,Residential Area,2.07,14.11
384,322,10,72,2024-11-24 22:49:30,2024-11-24 23:38:30,Hospital,Park,3.57,20.11
385,219,97,35,2024-06-26 04:41:16,2024-06-26 05:25:16,Park,Business District,40.13,73.7
386,404,88,42,2024-04-26 22:07:24,2024-04-26 22:33:24,Restaurant District,City Center,4.63,15.95
387,485,87,109,2024-11-20 17:06:28,2024-11-20 17:14:28,Airport,Stadium,19.55,33.83
388,317,6,110,2023-10-12 14:48:22,2023-10-12 15:04:22,Residential Area,Park,35.83,60.24
389,288,91,105,2023-04-18 12:04:16,2023-04-18 12:30:16,Shopping Mall,Park,7.45,20.18
390,245,95,24,2024-08-08 00:10:17,2024-08-08 01:02:17,Hotel District,Shopping Mall,17.38,41.57
391,460,35,47,2023-08-04 06:21:48,2023-08-04 06:29:48,Airport,Hospital,18.57,32.36
392,249,65,106,2024-01-01 04:29:21,2024-01-01 05:19:21,Park,Residential Area,41.62,77.43
393,461,38,115,2024-04-27 07:22:14,2024-04-27 07:50:14,Hotel District,Residential Area,47.38,80.57
394,415,9,54,2024-11-23 18:16:51,2024-11-23 18:50:51,Airport,Stadium,45.1,78.65
395,148,10,72,2023-05-08 23:27:53,2023-05-08 23:49:53,Airport,Restaurant District,9.1,21.65
396,78,27,64,2023-08-16 17:04:28,2023-08-16 17:35:28,Residential Area,Park,46.72,80.33
397,243,45,98,2023-12-11 18:09:03,2023-12-11 19:01:03,Residential Area,Downtown,15.99,39.48
398,33,3,112,2024-09-14 22:09:37,2024-09-14 22:28:37,Suburb,Park,32.94,56.66
399,211,75,52,2024-05-24 08:15:42,2024-05-24 09:01:42,Hotel District,Hospital,25.34,52.01
400,341,90,68,2024-10-15 22:18:00,2024-10-15 22:58:00,Beach,University,29.23,56.34
401,460,40,36,2024-09-05 01:00:59,2024-09-05 01:21:59,Shopping Mall,Beach,19.85,37.53
402,148,99,120,2023-04-26 05:13:37,2023-04-26 05:40:37,University,Beach,47.9,81.1
403,317,21,96,2023-05-22 13:57:17,2023-05-22 14:13:17,Suburb,Restaurant District,35.26,59.39
404,342,20,46,2023-07-04 18:52:36,2023-07-04 19:04:36,Downtown,Hospital,29.58,49.87
405,226,34,112,2023-05-24 07:15:56,2023-05-24 07:33:56,Park,Restaurant District,3.67,12.5
406,163,45,98,2023-10-17 15:38:17,2023-10-17 16:11:17,Park,Train Station,27.61,52.16
407,63,4,66,2024-12-24 04:22:57,2024-12-24 04:58:57,Hotel District,Train Station,47.49,82.73
408,476,41,65,2023-01-04 08:03:05,2023-01-04 08:55:05,Park,Hospital,33.07,65.11
409,152,61,21,2024-08-08 18:35:31,2024-08-08 19:16:31,Residential Area,Train Station,40.38,73.32
410,374,57,70,2024-06-19 06:37:51,2024-06-19 06:49:51,Restaurant District,Beach,45.21,73.31
411,72,87,83,2023-08-28 07:04:06,2023-08-28 07:10:06,Stadium,Business District,42.36,67.54
412,229,46,37,2023-09-11 11:54:43,2023-09-11 12:02:43,Business District,Residential Area,11.37,21.55
413,270,29,11,2023-06-02 00:24:16,2023-06-02 00:30:16,Airport,Park,42.77,68.16
414,347,86,45,2024-02-02 12:24:39,2024-02-02 12:54:39,Shopping Mall,Beach,17.25,35.88
415,310,66,8,2024-12-06 14:40:42,2024-12-06 15:27:42,Hospital,Stadium,9.1,27.9
416,438,55,35,2023-10-27 21:39:39,2023-10-27 22:07:39,Downtown,University,18.56,37.34
417,158,58,117,2023-03-10 00:57:24,2023-03-10 01:15:24,Restaurant District,City Center,23.32,41.98
418,213,57,70,2023-05-08 05:16:23,2023-05-08 06:12:23,Restaurant District,City Center,22.34,50.01
419,459,54,18,2024-10-10 23:03:49,2024-10-10 23:45:49,Business District,Airport,8.89,26.34
420,156,61,21,2023-02-21 08:29:14,2023-02-21 09:11:14,Hotel District,Stadium,6.25,22.38
421,210,82,25,2023-11-18 23:06:04,2023-11-18 23:22:04,Park,Beach,36.09,60.64
422,387,18,23,2023-05-25 11:24:39,2023-05-25 12:22:39,Stadium,University,28.59,59.88
423,22,39,40,2024-01-19 18:42:02,2024-01-19 19:22:02,Restaurant District,Beach,12.78,31.67
424,406,1,17,2023-07-24 00:39:16,2023-07-24 01:03:16,Residential Area,Suburb,32.55,57.32
425,64,84,86,2024-11-24 08:52:58,2024-11-24 09:15:58,Stadium,Train Station,25.61,46.66
426,353,83,94,2023-01-23 02:12:29,2023-01-23 02:24:29,Hotel District,University,25.67,44.01
427,497,9,54,2024-03-27 07:51:03,2024-03-27 08:26:03,Business District,Stadium,43.68,76.77
428,322,88,42,2024-06-23 05:39:59,2024-06-23 06:36:59,Airport,Hospital,26.6,56.65
429,295,3,109,2023-07-21 14:07:25,2023-07-21 14:22:25,Business District,Downtown,9.01,19.77
430,237,89,60,2023-10-05 14:08:52,2023-10-05 14:23:52,Downtown,University,19.34,35.26
431,326,46,37,2023-08-14 03:18:40,2023-08-14 03:41:40,Park,Residential Area,46.94,78.66
432,264,25,20,2024-08-16 22:50:35,2024-08-16 23:01:35,Business District,Hotel District,10.02,20.28
433,166,41,65,2023-07-30 20:21:43,2023-07-30 21:09:43,Restaurant District,Hospital,6.6,24.4
434,297,46,37,2023-01-11 00:25:47,2023-01-11 00:38:47,Park,University,19.9,35.6
435,249,53,44,2024-12-16 06:57:27,2024-12-16 07:12:27,Airport,Shopping Mall,9.42,20.38
436,114,25,20,2023-11-21 03:53:53,2023-11-21 04:27:53,City Center,Airport,7.6,22.4
437,68,3,62,2023-09-28 11:06:11,2023-09-28 11:30:11,Restaurant District,Hospital,8.67,21.5
438,227,77,67,2024-08-16 02:20:26,2024-08-16 02:46:26,Train Station,Restaurant District,16.62,33.93
439,382,16,29,2023-04-10 23:24:42,2023-04-11 00:23:42,Restaurant District,Train Station,35.03,69.8
440,158,17,18,2023-04-12 03:26:38,2023-04-12 03:36:38,Stadium,Restaurant District,38.63,62.95
441,58,10,72,2024-08-24 17:18:40,2024-08-24 17:53:40,Hotel District,Stadium,4.04,17.31
442,56,5,102,2024-05-27 11:21:19,2024-05-27 11:58:19,Business District,Downtown,24.52,48.53
443,466,33,15,2023-02-21 10:56:25,2023-02-21 11:20:25,Residential Area,Downtown,38.22,65.83
444,401,16,118,2024-04-12 10:12:55,2024-04-12 10:30:55,Business District,City Center,11.6,24.4
445,344,45,98,2023-03-12 12:14:56,2023-03-12 12:28:56,Suburb,Restaurant District,47.21,76.81
446,486,75,52,2023-10-01 13:32:41,2023-10-01 13:47:41,Suburb,Park,39.48,65.47
447,314,31,65,2024-03-18 21:57:27,2024-03-18 22:06:27,Airport,Suburb,29.75,49.38
448,8,68,99,2024-07-09 23:41:45,2024-07-09 23:58:45,University,Train Station,45.28,74.67
449,276,1,17,2024-12-18 20:56:06,2024-12-18 21:14:06,City Center,Park,42.86,71.29
450,244,47,90,2024-04-02 18:51:00,2024-04-02 19:07:00,Beach,Residential Area,47.97,78.45
451,93,46,37,2023-11-26 09:38:42,2023-11-26 09:56:42,Park,Shopping Mall,21.56,39.34
452,390,41,65,2023-12-28 21:02:13,2023-12-28 21:14:13,Park,Train Station,25.8,44.2
453,185,91,105,2024-03-08 17:41:43,2024-03-08 18:32:43,Downtown,Airport,17.75,41.88
454,60,50,37,2023-12-21 22:05:11,2023-12-21 22:48:11,Restaurant District,University,34.98,65.72
455,431,57,55,2024-03-06 05:44:26,2024-03-06 06:15:26,University,Suburb,22.54,44.06
456,439,9,54,2024-12-30 09:45:26,2024-12-30 10:33:26,Hospital,Train Station,2.61,18.41
457,346,63,87,2023-03-23 16:32:45,2023-03-23 17:02:45,Beach,Park,33.61,60.41
458,44,16,19,2023-11-03 15:49:08,2023-11-03 16:19:08,Restaurant District,Business District,48.92,83.38
459,380,22,38,2023-10-10 12:02:44,2023-10-10 12:19:44,Hospital,Shopping Mall,30.56,52.59
460,207,16,30,2024-10-12 23:29:11,2024-10-13 00:01:11,Restaurant District,Beach,15.37,33.55
461,366,99,120,2024-08-10 10:30:31,2024-08-10 11:25:31,Hotel District,Residential Area,47.27,87.16
462,183,61,21,2024-01-12 08:20:49,2024-01-12 08:57:49,University,Train Station,38.86,70.04
463,56,16,33,2024-01-16 01:59:04,2024-01-16 02:35:04,Shopping Mall,Residential Area,47.24,82.36
464,16,13,30,2023-02-11 01:14:25,2023-02-11 02:12:25,Airport,Beach,34.55,68.82
465,498,23,32,2024-04-14 14:15:40,2024-04-14 15:03:40,Hospital,Train Station,16.53,39.3
466,320,13,9,2024-05-28 11:26:08,2024-05-28 12:19:08,Park,Hotel District,25.63,54.2
467,239,26,38,2024-05-29 06:18:44,2024-05-29 06:54:44,Beach,Park,14.56,33.34
468,176,70,71,2024-08-16 09:20:17,2024-08-16 09:27:17,Stadium,City Center,45.92,73.13
469,197,58,103,2024-10-24 10:43:44,2024-10-24 11:12:44,Beach,Downtown,3.58,15.12
470,286,85,113,2024-11-18 04:00:27,2024-11-18 04:50:27,Train Station,Beach,22.67,49.01
471,160,92,50,2024-01-14 14:49:06,2024-01-14 15:42:06,Airport,Business District,34.4,67.35
472,338,71,116,2024-01-05 15:37:30,2024-01-05 16:17:30,Suburb,Train Station,26.32,51.98
473,201,34,112,2024-04-04 01:52:46,2024-04-04 02:21:46,Business District,Residential Area,18.93,38.14
474,146,42,69,2023-01-22 20:41:52,2023-01-22 21:23:52,Downtown,Train Station,42.17,76.25
475,179,95,10,2024-08-17 08:15:01,2024-08-17 09:00:01,Hospital,Stadium,6.67,23.75
476,177,46,37,2023-09-30 20:08:01,2023-09-30 20:16:01,Residential Area,Shopping Mall,13.89,25.34
477,332,40,36,2024-12-08 02:52:52,2024-12-08 03:41:52,Airport,Suburb,16.64,39.71
478,173,22,38,2024-02-23 04:49:00,2024-02-23 05:14:00,Downtown,Beach,33.57,59.11
479,217,73,66,2024-12-01 03:29:50,2024-12-01 04:00:50,University,Downtown,35.41,63.36
480,302,3,41,2023-10-21 09:32:20,2023-10-21 10:13:20,Stadium,Hospital,29.48,56.97
481,414,63,13,2024-06-20 14:38:15,2024-06-20 15:26:15,Shopping Mall,Hospital,25.84,53.26
482,416,98,82,2023-05-10 10:09:23,2023-05-10 10:53:23,University,Hospital,48.53,86.3
483,104,64,82,2024-10-20 03:27:08,2024-10-20 04:22:08,Airport,Suburb,42.82,80.48
484,110,37,108,2023-02-06 22:02:55,2023-02-06 22:26:55,Business District,Stadium,40.62,69.43
485,320,96,31,2024-07-11 11:01:30,2024-07-11 12:00:30,Business District,Airport,30.41,62.87
486,140,9,54,2023-11-28 17:49:51,2023-11-28 18:07:51,Hospital,Hotel District,5.68,15.52
487,422,39,40,2023-12-03 06:02:10,2023-12-03 06:49:10,Park,Hospital,11.6,31.65
488,206,33,15,2024-06-05 14:47:25,2024-06-05 15:40:25,Park,Train Station,44.28,82.17
489,322,91,105,2024-03-24 01:08:18,2024-03-24 01:44:18,Shopping Mall,Residential Area,48.18,83.77
490,381,60,4,2024-12-28 21:58:59,2024-12-28 22:43:59,Park,Hotel District,31.49,60.98
491,394,56,120,2024-03-15 17:10:31,2024-03-15 18:01:31,Residential Area,Downtown,27.07,55.86
492,187,60,4,2023-07-06 16:53:42,2023-07-06 17:07:42,Restaurant District,Residential Area,38.75,64.12
493,433,56,53,2023-09-05 12:07:32,2023-09-05 13:07:32,Suburb,City Center,5.09,25.13
494,105,53,35,2024-10-01 19:04:49,2024-10-01 19:27:49,Residential Area,Train Station,14.31,29.71
495,308,31,52,2023-07-05 05:39:11,2023-07-05 05:51:11,Train Station,Shopping Mall,3.33,10.5
496,409,40,73,2024-01-13 00:10:58,2024-01-13 00:50:58,Stadium,Residential Area,45.47,80.7
497,104,21,96,2023-04-16 23:15:04,2023-04-16 23:21:04,University,Hotel District,40.57,64.86
498,338,71,85,2024-05-15 10:30:26,2024-05-15 11:29:26,Downtown,Restaurant District,25.32,55.23
499,11,8,76,2023-09-01 19:36:32,2023-09-01 20:19:32,University,Suburb,5.05,20.82
500,490,53,115,2023-10-10 06:54:19,2023-10-10 07:41:19,Residential Area,City Center,6.33,23.75
501,483,93,108,2023-04-20 04:13:52,2023-04-20 04:33:52,Airport,Business District,37.26,63.39
502,478,16,67,2024-05-30 21:54:17,2024-05-30 22:52:17,Business District,Hotel District,46.71,87.06
